ReviewID,Product,Rating,ReviewText,ReviewDate,PolarityScore,Sentiment,Emotions
0904593a,Yoga Mat,4,perfect  Packaging was good. I bought this for my mom.,2024-11-21,0.18181818181818182,Positive,['neutral']
89859a10,Blender,4,best purchase  Will buy again. I bought this for my office.,2023-11-03,0.08333333333333333,Positive,['joy']
3a18b61c,Stainless Bottle,2,missing parts  Returned it. Used it daily.,2023-06-17,-0.25,Negative,['sadness']
bd645c86,Laptop Sleeve,3,does the job  Nothing special. I bought this for my friend.,2023-04-13,0.0,Neutral,['neutral']
ccca16ef,Wireless Earbuds,5,will buy again  Great value for money. Used it daily.,2023-07-02,0.18181818181818182,Positive,['joy']
956b3b90,USB-C Charger,5,will buy again,2023-12-31,0.0,Neutral,['neutral']
528e563d,Wireless Earbuds,5,very satisfied  Used it daily.,2023-09-12,0.16666666666666666,Positive,['joy']
a4393e06,Stainless Bottle,4,great value  Will buy again.,2023-09-05,0.3333333333333333,Positive,['joy']
023dd494,Stainless Bottle,3,acceptable,2024-04-12,0.0,Neutral,['neutral']
c0e4e4e8,Laptop Sleeve,3,average  It's okay.,2023-01-09,0.0,Neutral,['neutral']
075addd4,Laptop Sleeve,4,five stars  I bought this for my travel.,2023-03-13,0.0,Neutral,['neutral']
692f53b1,Blender,5,very satisfied  Highly recommend. I bought this for my friend.,2026-01-28,0.18181818181818182,Positive,['joy']
8e66e29d,Laptop Sleeve,5,good quality  Packaging was good. Used it daily.,2023-06-18,0.2222222222222222,Positive,['neutral']
208c118c,Yoga Mat,1,one star  Returned it. Used it daily.,2025-08-19,-0.25,Negative,['sadness']
673d0bcb,Laptop Sleeve,4,fast delivery  Will buy again.,2026-05-26,0.16666666666666666,Positive,['neutral']
3d47939e,Stainless Bottle,5,perfect  Great value for money. Used it daily.,2024-11-30,0.3333333333333333,Positive,['joy']
e529d19f,Laptop Sleeve,3,works as expected  It's okay. Used it daily.,2023-06-27,0.1,Positive,['neutral']
7199b36d,Yoga Mat,5,good quality  Great value for money. Used it daily.,2023-05-20,0.3,Positive,['joy']
52ac9f5a,USB-C Charger,3,fair  I bought this for my office.,2023-10-25,0.0,Neutral,['neutral']
531dd095,USB-C Charger,5,highly recommend  Highly recommend. I bought this for my mom.,2024-03-10,0.18181818181818182,Positive,['joy']
705602a8,Office Chair,4,very satisfied  Will buy again. I bought this for my friend.,2023-02-07,0.08333333333333333,Positive,['joy']
66ba7cc3,Yoga Mat,4,fast delivery  I bought this for my workout.,2027-08-10,0.1111111111111111,Positive,['neutral']
d0425c96,USB-C Charger,2,do not buy  Used it daily.,2023-09-24,-0.14285714285714285,Negative,['neutral']
b28295e4,Laptop Sleeve,5,will buy again  Will buy again. I bought this for my travel.,2024-05-07,0.0,Neutral,['neutral']
899b5d02,Wireless Earbuds,5,loved it  Will buy again. I bought this for my office.,2024-03-18,0.08333333333333333,Positive,['joy']
69a1db67,Blender,4,five stars  Highly recommend. Used it daily.,2023-05-07,0.125,Positive,['joy']
0cde1c2b,Stainless Bottle,5,very satisfied  Will buy again. I bought this for my office.,2024-08-29,0.08333333333333333,Positive,['joy']
d216b7b8,Wireless Earbuds,5,great value  Will buy again. Used it daily.,2025-06-11,0.2222222222222222,Positive,['joy']
59bae252,Office Chair,4,highly recommend  Packaging was good.,2023-09-12,0.3333333333333333,Positive,['joy']
62eee80d,Blender,5,excellent product  Packaging was good. Used it daily.,2024-01-19,0.2222222222222222,Positive,['joy']
af0770bf,Office Chair,5,excellent product  Will buy again. Used it daily.,2024-08-02,0.1111111111111111,Positive,['joy']
596bff75,USB-C Charger,5,good quality  Great value for money.,2023-05-31,0.42857142857142855,Positive,['joy']
d5157246,Stainless Bottle,4,loved it  Great value for money. I bought this for my mom.,2023-02-06,0.23076923076923078,Positive,['joy']
fdd71a80,Yoga Mat,4,will buy again  Will buy again. I bought this for my workout.,2023-01-14,0.0,Neutral,['neutral']
fa63234f,Yoga Mat,4,works great  Packaging was good.,2023-10-13,0.5,Positive,['joy']
3200f260,Wireless Earbuds,3,it's fine  Used it daily.,2023-11-23,0.0,Neutral,['neutral']
d46d7e99,Laptop Sleeve,1,missing parts  Very disappointed.,2023-01-14,-0.4,Negative,"['anger', 'sadness']"
82496403,USB-C Charger,5,excellent product  Highly recommend.,2023-06-13,0.4,Positive,['joy']
9b23eb6a,USB-C Charger,2,one star  Very disappointed. Used it daily.,2023-09-27,-0.25,Negative,"['anger', 'sadness']"
a2252e45,Stainless Bottle,5,five stars  Highly recommend. I bought this for my office.,2023-03-30,0.09090909090909091,Positive,['joy']
fd4546da,Blender,4,exceeded expectations  Great value for money.,2023-02-02,0.42857142857142855,Positive,['joy']
10ce920f,Wireless Earbuds,1,not as described  Returned it. I bought this for my friend.,2023-10-04,-0.16666666666666666,Negative,['sadness']
19bc375b,Stainless Bottle,4,five stars  Packaging was good.,2024-01-06,0.16666666666666666,Positive,['neutral']
3e713d61,Office Chair,5,best purchase  Great value for money.,2026-09-21,0.42857142857142855,Positive,['joy']
d07a11a0,Laptop Sleeve,4,best purchase  Packaging was good.,2023-05-23,0.3333333333333333,Positive,['joy']
267cede3,Laptop Sleeve,5,excellent product  Will buy again. Used it daily.,2023-04-26,0.1111111111111111,Positive,['joy']
b5656a07,Office Chair,4,loved it  Great value for money. Used it daily.,2023-01-30,0.3,Positive,['joy']
22bf00db,Wireless Earbuds,1,do not buy  Returned it.,2026-04-14,-0.3333333333333333,Negative,['sadness']
019acac7,Yoga Mat,5,best purchase  Highly recommend. Used it daily.,2024-03-10,0.25,Positive,['joy']
64989835,Stainless Bottle,4,highly recommend  Great value for money. Used it daily.,2023-03-11,0.3,Positive,['joy']
f2cd6e14,Blender,3,works as expected  Could be better. I bought this for my workout.,2023-04-16,0.07692307692307693,Positive,['neutral']
e25d6b6a,Laptop Sleeve,4,five stars  Great value for money. I bought this for my travel.,2024-04-02,0.15384615384615385,Positive,['joy']
2510845e,Laptop Sleeve,4,very satisfied  Will buy again. I bought this for my friend.,2023-04-30,0.08333333333333333,Positive,['joy']
69c22bd4,USB-C Charger,5,will buy again  Packaging was good. Used it daily.,2024-05-03,0.1,Positive,['neutral']
0bce0431,Office Chair,4,great value  Will buy again.,2023-12-12,0.3333333333333333,Positive,['joy']
3dff2bee,Laptop Sleeve,4,loved it  Highly recommend. I bought this for my mom.,2023-04-14,0.18181818181818182,Positive,['joy']
a9d09e3c,Yoga Mat,4,will buy again  Great value for money. I bought this for my office.,2024-06-01,0.14285714285714285,Positive,['joy']
eaa723d8,Blender,1,bad customer service  Used it daily.,2023-02-15,-0.14285714285714285,Negative,['neutral']
51481228,Blender,1,very disappointed  Returned it.,2023-01-16,-0.4,Negative,"['anger', 'sadness']"
34e61509,Stainless Bottle,5,fast delivery  Will buy again. Used it daily.,2024-03-19,0.1111111111111111,Positive,['neutral']
93dd908b,Office Chair,4,five stars  I bought this for my workout.,2023-02-07,0.0,Neutral,['neutral']
d9304131,Wireless Earbuds,4,perfect  Highly recommend. I bought this for my mom.,2023-08-23,0.2,Positive,['joy']
a7381c24,Yoga Mat,3,it's fine  Nothing special. Used it daily.,2023-07-27,0.0,Neutral,['neutral']
1749906a,Stainless Bottle,4,five stars  Great value for money. I bought this for my travel.,2023-12-16,0.15384615384615385,Positive,['joy']
f05ab911,Office Chair,4,good quality  Great value for money. I bought this for my office.,2023-01-17,0.23076923076923078,Positive,['joy']
7daad5db,USB-C Charger,4,works great  I bought this for my mom.,2023-12-25,0.2222222222222222,Positive,['joy']
8e0f6dc4,Office Chair,4,fast delivery  Highly recommend.,2024-12-09,0.4,Positive,['joy']
5a6597ec,Office Chair,4,good quality  Packaging was good. Used it daily.,2023-03-06,0.2222222222222222,Positive,['neutral']
a588e3db,Laptop Sleeve,1,broke quickly  I bought this for my travel.,2024-01-11,-0.1111111111111111,Negative,['neutral']
12013381,Laptop Sleeve,1,very disappointed  Not recommended.,2023-11-18,-0.4,Negative,"['anger', 'sadness']"
6dcabcb3,USB-C Charger,5,perfect  Packaging was good. Used it daily.,2023-11-09,0.25,Positive,['neutral']
800dba10,USB-C Charger,4,perfect  Packaging was good.,2024-01-12,0.4,Positive,['neutral']
e1ad30e2,Yoga Mat,4,five stars  Will buy again. Used it daily.,2023-10-15,0.0,Neutral,['neutral']
ece61ea4,Wireless Earbuds,5,excellent product  Will buy again. I bought this for my travel.,2023-06-28,0.08333333333333333,Positive,['joy']
6f1d42c5,Stainless Bottle,5,good quality,2025-05-10,0.3333333333333333,Positive,['neutral']
aaaafe7c,Yoga Mat,3,neutral  Could be better.,2023-01-27,0.0,Neutral,['neutral']
73448d35,Stainless Bottle,2,stopped working  Used it daily.,2023-01-07,-0.16666666666666666,Negative,['neutral']
b4458587,USB-C Charger,2,not worth  I bought this for my travel.,2024-02-24,-0.1111111111111111,Negative,['neutral']
edab59e6,USB-C Charger,1,stopped working  Very disappointed. I bought this for my travel.,2023-05-21,-0.18181818181818182,Negative,"['anger', 'sadness']"
f98d7e2c,Laptop Sleeve,5,fast delivery  Will buy again. I bought this for my workout.,2023-01-09,0.08333333333333333,Positive,['neutral']
1cea1013,Yoga Mat,5,exceeded expectations  Packaging was good. I bought this for my workout.,2023-05-01,0.16666666666666666,Positive,['neutral']
44038d67,Blender,2,poor quality  Used it daily.,2024-03-11,-0.16666666666666666,Negative,['neutral']
143bdbd5,Laptop Sleeve,4,very satisfied  I bought this for my mom.,2025-02-05,0.1111111111111111,Positive,['joy']
0a1f3a00,USB-C Charger,5,very satisfied  Used it daily.,2024-08-16,0.16666666666666666,Positive,['joy']
13458e09,USB-C Charger,3,okay product  Could be better. I bought this for my workout.,2023-03-13,0.0,Neutral,['neutral']
42b3cad7,Yoga Mat,5,excellent product  Great value for money. I bought this for my mom.,2024-08-23,0.23076923076923078,Positive,['joy']
27c12846,Office Chair,5,good quality  Highly recommend. Used it daily.,2023-07-14,0.25,Positive,['joy']
b2578643,Yoga Mat,4,will buy again  Highly recommend. Used it daily.,2024-06-30,0.1111111111111111,Positive,['joy']
d7798d2b,Stainless Bottle,3,average  It's okay.,2025-09-01,0.0,Neutral,['neutral']
19462ecc,Yoga Mat,5,highly recommend  Highly recommend.,2023-07-24,0.4,Positive,['joy']
300164c9,Laptop Sleeve,5,perfect  Packaging was good. Used it daily.,2024-05-27,0.25,Positive,['neutral']
98568798,Yoga Mat,2,one star  Not recommended. I bought this for my friend.,2025-04-29,-0.18181818181818182,Negative,['neutral']
ecf7e6e0,Office Chair,4,great value  Packaging was good. Used it daily.,2024-10-01,0.3333333333333333,Positive,['joy']
90edd712,Stainless Bottle,3,neutral  Used it daily.,2025-04-04,0.0,Neutral,['neutral']
b858f978,Stainless Bottle,4,five stars  Great value for money. Used it daily.,2023-01-04,0.2,Positive,['joy']
f38dcea9,Wireless Earbuds,5,works great  Packaging was good. Used it daily.,2023-02-04,0.3333333333333333,Positive,['joy']
ba811098,Blender,3,okay product  Used it daily.,2025-12-29,0.0,Neutral,['neutral']
51c5331e,Laptop Sleeve,5,will buy again  Packaging was good. I bought this for my mom.,2023-11-07,0.07692307692307693,Positive,['neutral']
ea5478ff,Office Chair,4,good quality  Packaging was good.,2023-08-06,0.3333333333333333,Positive,['neutral']
6264c002,Stainless Bottle,3,neutral  Nothing special. I bought this for my friend.,2023-05-26,0.0,Neutral,['neutral']
b202e2b8,Stainless Bottle,4,loved it  Used it daily.,2024-05-24,0.16666666666666666,Positive,['joy']
14ef6136,Laptop Sleeve,5,highly recommend  Will buy again. I bought this for my office.,2024-07-22,0.08333333333333333,Positive,['joy']
bef5bcc7,Yoga Mat,2,missing parts  Used it daily.,2023-09-06,-0.16666666666666666,Negative,['neutral']
a204aab1,Stainless Bottle,1,stopped working  Not recommended. I bought this for my office.,2023-10-19,-0.18181818181818182,Negative,['neutral']
156d0f0d,Wireless Earbuds,4,will buy again  Used it daily.,2025-03-09,0.0,Neutral,['neutral']
6bf9de78,Office Chair,4,fast delivery  I bought this for my workout.,2023-02-15,0.1111111111111111,Positive,['neutral']
9f4a8853,USB-C Charger,2,broke quickly  Returned it. Used it daily.,2024-06-07,-0.25,Negative,['sadness']
b00047c7,Office Chair,4,good quality  Great value for money.,2023-02-08,0.42857142857142855,Positive,['joy']
18b6178d,Blender,2,not worth  Returned it. I bought this for my office.,2024-03-16,-0.18181818181818182,Negative,['sadness']
0f47272b,Wireless Earbuds,1,poor quality  Very disappointed.,2024-09-21,-0.4,Negative,"['anger', 'sadness']"
45b9495f,Yoga Mat,5,fast delivery  Will buy again. Used it daily.,2023-01-31,0.1111111111111111,Positive,['neutral']
51a9973e,Wireless Earbuds,2,very disappointed  I bought this for my friend.,2027-04-25,-0.1111111111111111,Negative,"['anger', 'sadness']"
1959649a,Office Chair,4,highly recommend  Great value for money. Used it daily.,2023-06-19,0.3,Positive,['joy']
6f4da612,Blender,5,five stars  Will buy again. I bought this for my office.,2025-12-09,0.0,Neutral,['neutral']
88ffcced,Stainless Bottle,5,very satisfied  Highly recommend. Used it daily.,2024-05-25,0.25,Positive,['joy']
a0749d93,Stainless Bottle,4,very satisfied  Highly recommend. Used it daily.,2023-02-01,0.25,Positive,['joy']
ab95c622,Laptop Sleeve,5,works great  Great value for money. I bought this for my office.,2023-10-26,0.3076923076923077,Positive,['joy']
b3feaf8d,Laptop Sleeve,4,fast delivery  Great value for money.,2025-05-14,0.42857142857142855,Positive,['joy']
f0d9835d,Office Chair,2,waste of money  Returned it. Used it daily.,2023-09-05,-0.2222222222222222,Negative,"['anger', 'sadness']"
a1456e68,Laptop Sleeve,1,not worth  Returned it. Used it daily.,2023-08-19,-0.25,Negative,['sadness']
d2b0bb09,Yoga Mat,1,terrible  Returned it. Used it daily.,2023-02-16,-0.2857142857142857,Negative,"['anger', 'sadness']"
4e7e92da,Stainless Bottle,2,terrible  Very disappointed. Used it daily.,2024-01-18,-0.2857142857142857,Negative,"['anger', 'sadness']"
e483cdc7,Blender,5,great value  I bought this for my mom.,2023-11-16,0.2222222222222222,Positive,['joy']
fd6ca565,Yoga Mat,5,five stars  Will buy again. Used it daily.,2023-06-21,0.0,Neutral,['neutral']
f0b83f77,Stainless Bottle,3,does the job  It's okay.,2025-01-10,0.0,Neutral,['neutral']
633870d9,Blender,3,it's fine  I bought this for my friend.,2026-04-20,0.0,Neutral,['neutral']
d3b0af59,Blender,1,one star  Very disappointed. Used it daily.,2026-07-02,-0.25,Negative,"['anger', 'sadness']"
5f0664f2,Stainless Bottle,1,missing parts  Returned it.,2025-03-20,-0.4,Negative,['sadness']
0938a207,Laptop Sleeve,4,perfect  Will buy again. Used it daily.,2027-12-15,0.125,Positive,['neutral']
c947575e,Office Chair,1,stopped working  Returned it. Used it daily.,2023-10-22,-0.25,Negative,['sadness']
cb6657e8,Yoga Mat,5,best purchase  Used it daily.,2023-09-28,0.16666666666666666,Positive,['joy']
ebecf679,Blender,4,works great  Great value for money. Used it daily.,2024-03-10,0.4,Positive,['joy']
f780383a,USB-C Charger,4,five stars  I bought this for my friend.,2023-12-27,0.0,Neutral,['neutral']
b18d67d0,Laptop Sleeve,4,best purchase  Highly recommend. I bought this for my friend.,2025-04-24,0.18181818181818182,Positive,['joy']
3d126c4e,Office Chair,1,waste of money  Not recommended.,2023-05-01,-0.3333333333333333,Negative,['anger']
2af21dc1,Laptop Sleeve,5,excellent product  Great value for money. I bought this for my office.,2025-03-17,0.23076923076923078,Positive,['joy']
e4f8e7ff,Stainless Bottle,4,highly recommend  Will buy again. Used it daily.,2023-12-20,0.1111111111111111,Positive,['joy']
433b17bf,Blender,3,does the job,2023-03-18,0.0,Neutral,['neutral']
7463ae07,Blender,4,great value  Highly recommend. Used it daily.,2023-06-09,0.375,Positive,['joy']
e9c8e009,Stainless Bottle,4,exceeded expectations  Will buy again.,2023-01-30,0.16666666666666666,Positive,['neutral']
3399d8a0,Office Chair,5,perfect  I bought this for my workout.,2027-04-13,0.125,Positive,['neutral']
48a27a55,Laptop Sleeve,5,good quality  Packaging was good. Used it daily.,2023-10-08,0.2222222222222222,Positive,['neutral']
